model,method,sample_id,dataset,selected_budget,task_correct,unsafe_acceptance,supported_correct,gpu_energy_joule,latency_ms
13b,fastv,pope_random_002756,pope_random,256,True,False,True,57.77424883246422,140.7079603523016
13b,fastv,pope_random_002766,pope_random,256,True,False,True,62.15938014388084,151.48846246302128
13b,fastv,pope_random_002790,pope_random,256,True,False,True,57.49240827918053,138.65643553435802
13b,fastv,pope_random_002826,pope_random,256,True,False,True,63.72238255262375,153.2935444265604
13b,fastv,pope_random_002832,pope_random,256,True,False,True,60.638108925819395,147.20522053539753
13b,fastv,pope_random_002850,pope_random,256,True,False,True,56.28251793503761,138.3629348129034
13b,fastv,pope_random_002856,pope_random,256,True,False,True,57.325118343830106,140.54141007363796
13b,fastv,pope_random_002862,pope_random,256,True,False,True,61.98396864771843,151.87399461865425
13b,fastv,pope_random_002894,pope_random,256,True,False,True,57.35179550051689,140.84426499903202
13b,fastv,pope_random_002928,pope_random,256,True,False,True,60.809560894966125,149.39965680241585
13b,fastv,pope_random_002966,pope_random,256,True,False,True,61.40476491451263,150.17659962177277
13b,fastv,pope_random_002970,pope_random,256,True,False,True,58.165939768552775,142.4021627753973
13b,fastv,pope_random_002982,pope_random,256,True,False,True,58.032004362344736,142.9110486060381
13b,fastv,pope_random_002994,pope_random,256,True,False,True,57.885657219886774,143.25376972556114
13b,fastv,visual_counterfact_color_000002,visual_counterfact_color,256,True,False,True,62.63677246093749,153.2567534595728
13b,fastv,visual_counterfact_color_000005,visual_counterfact_color,432,True,False,True,58.00296903371811,142.415476962924
13b,fastv,visual_counterfact_color_000014,visual_counterfact_color,256,True,False,True,65.32265352725983,162.6127827912569
13b,fastv,visual_counterfact_color_000016,visual_counterfact_color,432,True,False,True,59.61206011772155,151.26045793294907
13b,fastv,visual_counterfact_color_000023,visual_counterfact_color,256,True,False,True,55.41427920699119,137.95489072799683
13b,fastv,visual_counterfact_color_000024,visual_counterfact_color,432,True,False,True,59.959710174798964,148.51647801697254
13b,fastv,visual_counterfact_color_000026,visual_counterfact_color,256,True,False,True,56.58192917943002,140.67386090755463
13b,fastv,visual_counterfact_color_000027,visual_counterfact_color,256,True,False,True,56.236520218849186,141.39429666101933
13b,fastv,visual_counterfact_color_000034,visual_counterfact_color,432,True,False,True,57.23545249700546,141.7816672474146
13b,fastv,visual_counterfact_color_000035,visual_counterfact_color,432,True,False,True,57.180363804101944,139.12158086895943
13b,fastv,visual_counterfact_color_000038,visual_counterfact_color,256,True,False,True,60.994594688415525,147.21797965466976
13b,fastv,visual_counterfact_color_000049,visual_counterfact_color,432,True,False,True,61.834370861053465,149.78393726050854
13b,fastv,visual_counterfact_color_000053,visual_counterfact_color,256,True,False,True,56.52681359767914,137.7146579325199
13b,fastv,visual_counterfact_color_000055,visual_counterfact_color,256,True,False,True,79.81289800286294,194.3370569497347
13b,fastv,visual_counterfact_color_000056,visual_counterfact_color,256,True,False,True,58.37679533600807,144.23921518027782
13b,fastv,visual_counterfact_color_000058,visual_counterfact_color,432,True,False,True,62.61917513251304,158.11732970178127
13b,fastv,visual_counterfact_color_000063,visual_counterfact_color,432,True,False,True,62.514268677234654,161.96665912866592
13b,fastv,visual_counterfact_color_000064,visual_counterfact_color,256,True,False,True,53.0581685256958,139.1464602202177
13b,fastv,visual_counterfact_color_000065,visual_counterfact_color,432,True,False,True,57.36900070905685,152.9865711927414
13b,fastv,visual_counterfact_color_000069,visual_counterfact_color,432,True,False,True,54.44450956583023,143.88723485171795
13b,fastv,visual_counterfact_color_000071,visual_counterfact_color,432,True,False,True,54.548594502210605,159.51316058635712
13b,fastv,visual_counterfact_color_000072,visual_counterfact_color,256,True,False,True,48.245754162073126,146.81103639304638
13b,fastv,visual_counterfact_color_000077,visual_counterfact_color,432,True,False,True,50.00098812699318,153.21523509919643
13b,fastv,visual_counterfact_color_000081,visual_counterfact_color,432,True,False,True,47.34549364805222,144.5736400783062
13b,fastv,visual_counterfact_color_000087,visual_counterfact_color,432,True,False,True,55.13243200302124,169.6501150727272
13b,fastv,visual_counterfact_color_000089,visual_counterfact_color,432,True,False,True,54.37210650205613,160.01270525157452
13b,fastv,visual_counterfact_color_000090,visual_counterfact_color,432,True,False,True,52.2871308517456,144.98895592987537
13b,fastv,visual_counterfact_color_000097,visual_counterfact_color,256,True,False,True,54.12243530869483,143.7821425497532
13b,fastv,visual_counterfact_color_000098,visual_counterfact_color,432,True,False,True,53.743058375120164,140.53635857999325
13b,fastv,visual_counterfact_color_000099,visual_counterfact_color,432,True,False,True,79.67307748198509,214.86814133822918
13b,fastv,visual_counterfact_color_000101,visual_counterfact_color,432,True,False,True,50.028543984889986,136.56488060951233
13b,fastv,visual_counterfact_color_000102,visual_counterfact_color,432,True,False,True,53.97585353970528,143.3209404349327
13b,fastv,visual_counterfact_color_000104,visual_counterfact_color,256,True,False,True,56.45138033151626,148.58780801296234
13b,fastv,visual_counterfact_color_000107,visual_counterfact_color,256,True,False,True,71.29400044202805,187.89025954902172
13b,fastv,visual_counterfact_color_000113,visual_counterfact_color,256,True,False,True,136.29020605921744,384.5225162804127
13b,fastv,visual_counterfact_color_000114,visual_counterfact_color,256,True,False,True,51.88034692049026,162.50649467110634
13b,fastv,visual_counterfact_color_000115,visual_counterfact_color,432,True,False,True,67.69556436300277,222.56034053862095
13b,fastv,visual_counterfact_color_000116,visual_counterfact_color,256,True,False,True,110.6574579179287,410.51920875906944
13b,fastv,visual_counterfact_color_000124,visual_counterfact_color,432,True,False,True,99.74896699666976,390.827352181077
13b,fastv,visual_counterfact_color_000131,visual_counterfact_color,256,True,False,True,32.827005457878116,138.14755342900753
13b,fastv,visual_counterfact_color_000134,visual_counterfact_color,432,True,False,True,35.373169384002686,140.59527218341827
13b,fastv,visual_counterfact_color_000137,visual_counterfact_color,256,True,False,True,40.3754731798172,142.97684840857983
13b,fastv,visual_counterfact_color_000140,visual_counterfact_color,432,True,False,True,70.42295474529267,222.4096953868866
13b,fastv,visual_counterfact_color_000147,visual_counterfact_color,432,True,False,True,51.35344606161118,151.80581249296665
13b,fastv,visual_counterfact_color_000149,visual_counterfact_color,432,True,False,True,51.7373792386055,143.07058788836002
13b,fastv,visual_counterfact_color_000152,visual_counterfact_color,432,True,False,True,53.132934216260914,139.86026495695114
13b,fastv,visual_counterfact_color_000153,visual_counterfact_color,432,True,False,True,56.56044179916382,148.4368685632944
13b,fastv,visual_counterfact_color_000156,visual_counterfact_color,256,True,False,True,97.52862723231316,269.3852037191391
13b,fastv,visual_counterfact_color_000159,visual_counterfact_color,256,True,False,True,119.2539934360981,368.10041405260563
13b,fastv,visual_counterfact_color_000168,visual_counterfact_color,432,True,False,True,41.170702078342444,136.70256361365318
13b,fastv,visual_counterfact_color_000171,visual_counterfact_color,432,True,False,True,42.38283992767334,138.68399523198605
13b,fastv,visual_counterfact_color_000173,visual_counterfact_color,432,True,False,True,44.88997983813285,144.10913735628128
13b,fastv,visual_counterfact_color_000176,visual_counterfact_color,432,True,False,True,49.59986482143402,153.89643050730228
13b,fastv,visual_counterfact_color_000180,visual_counterfact_color,432,True,False,True,59.344822430610655,168.36070641875267
13b,fastv,visual_counterfact_color_000182,visual_counterfact_color,432,True,False,True,56.449851684570305,146.20820060372353
13b,fastv,visual_counterfact_color_000186,visual_counterfact_color,432,True,False,True,57.794601325988765,143.52918229997158
13b,fastv,visual_counterfact_color_000189,visual_counterfact_color,256,False,True,False,149.7897341418266,398.37907813489437
13b,fastv,visual_counterfact_color_000190,visual_counterfact_color,432,True,False,True,50.19182964682579,148.96219223737717
13b,fastv,visual_counterfact_color_000191,visual_counterfact_color,256,True,False,True,46.15915402173996,139.10908065736294
13b,fastv,visual_counterfact_color_000198,visual_counterfact_color,432,True,False,True,49.628219785690305,150.20284987986088
13b,fastv,visual_counterfact_color_000200,visual_counterfact_color,432,True,False,True,51.14032061338425,154.03106063604355
13b,fastv,visual_counterfact_color_000201,visual_counterfact_color,432,True,False,True,47.69075921058655,139.89752903580666
13b,fastv,visual_counterfact_color_000206,visual_counterfact_color,432,True,False,True,50.77284545898437,141.24826341867447
13b,fastv,visual_counterfact_color_000207,visual_counterfact_color,432,True,False,True,56.06754263877869,139.00106959044933
13b,fastv,visual_counterfact_color_000217,visual_counterfact_color,256,True,False,True,61.11360858678818,148.948660120368
13b,fastv,visual_counterfact_color_000220,visual_counterfact_color,432,True,False,True,60.84706771612167,148.1921263039112
13b,fastv,visual_counterfact_color_000221,visual_counterfact_color,432,True,False,True,60.827045040130606,151.0385274887085
13b,fastv,visual_counterfact_color_000223,visual_counterfact_color,256,True,False,True,59.018752696514134,146.47914469242096
13b,fastv,visual_counterfact_color_000227,visual_counterfact_color,432,True,False,True,63.93336991071701,156.39160573482513
13b,fastv,visual_counterfact_color_000228,visual_counterfact_color,432,True,False,True,164.3114879322052,455.56109212338924
13b,fastv,visual_counterfact_color_000233,visual_counterfact_color,256,True,False,True,49.82206536412238,160.5925802141428
13b,fastv,visual_counterfact_color_000236,visual_counterfact_color,432,True,False,True,43.81260607719421,143.49194057285786
13b,fastv,visual_counterfact_color_000239,visual_counterfact_color,256,True,False,True,47.27457137584686,157.18773193657398
13b,fastv,visual_counterfact_color_000246,visual_counterfact_color,432,True,False,True,41.87447530508041,141.01465232670307
13b,fastv,visual_counterfact_color_000252,visual_counterfact_color,432,True,False,True,177.5640880382061,576.1553142219782
13b,fastv,visual_counterfact_color_000260,visual_counterfact_color,256,True,False,True,37.41436687111855,136.863823980093
13b,fastv,visual_counterfact_color_000263,visual_counterfact_color,432,True,False,True,39.50543928384781,143.70117336511612
13b,fastv,visual_counterfact_color_000265,visual_counterfact_color,432,True,False,True,41.947894163131714,151.44241973757744
13b,fastv,visual_counterfact_color_000266,visual_counterfact_color,432,True,False,True,48.25937070369721,168.90908032655716
13b,fastv,visual_counterfact_color_000270,visual_counterfact_color,432,True,False,True,47.55723590373992,152.9740747064352
13b,fastv,visual_counterfact_color_000271,visual_counterfact_color,256,True,False,True,65.95303812742232,181.67933449149132
13b,fastv,visual_counterfact_color_000272,visual_counterfact_color,432,True,False,True,55.25035383343697,144.9471227824688
13b,fastv,visual_counterfact_color_000278,visual_counterfact_color,432,True,False,True,56.40984022498131,148.719672113657
13b,fastv,visual_counterfact_color_000281,visual_counterfact_color,432,True,False,True,57.45964399933814,151.83473378419876
13b,fastv,visual_counterfact_color_000282,visual_counterfact_color,256,True,False,True,61.85917114615441,161.9261372834444
13b,fastv,visual_counterfact_color_000285,visual_counterfact_color,432,True,False,True,54.68371802330017,138.66727612912655
13b,fastv,visual_counterfact_color_000286,visual_counterfact_color,256,True,False,True,73.20010581970215,180.293345823884
13b,fastv,visual_counterfact_color_000289,visual_counterfact_color,432,True,False,True,55.10629145264625,139.41216096282005
13b,fastv,visual_counterfact_color_000294,visual_counterfact_color,256,True,False,True,62.2126924943924,159.56507250666618
13b,fastv,visual_counterfact_color_000299,visual_counterfact_color,256,True,False,True,61.04271894335747,159.02565605938435
13b,fastv,visual_counterfact_color_000309,visual_counterfact_color,432,True,False,True,55.143828803300856,165.9390665590763
13b,fastv,visual_counterfact_color_000312,visual_counterfact_color,432,True,False,True,45.226946485042575,146.5302873402834
13b,fastv,visual_counterfact_color_000314,visual_counterfact_color,256,True,False,True,49.53905390739441,159.35794077813625
13b,fastv,visual_counterfact_color_000316,visual_counterfact_color,256,True,False,True,42.81590259552002,138.32929357886314
13b,fastv,visual_counterfact_color_000319,visual_counterfact_color,432,True,False,True,49.83069609284401,157.04899467527866
13b,fastv,visual_counterfact_color_000321,visual_counterfact_color,432,True,False,True,45.14033066034317,135.97331754863262
13b,fastv,visual_counterfact_color_000326,visual_counterfact_color,256,True,False,True,79.85170139193535,241.45577661693096
13b,fastv,visual_counterfact_color_000327,visual_counterfact_color,432,True,False,True,46.90664063692093,150.75492300093174
13b,fastv,visual_counterfact_color_000329,visual_counterfact_color,432,True,False,True,44.119080977439886,143.791064620018
13b,fastv,visual_counterfact_color_000330,visual_counterfact_color,432,True,False,True,51.326201540231715,167.01548732817173
13b,fastv,visual_counterfact_color_000333,visual_counterfact_color,256,True,True,False,44.939701035022736,139.6885234862566
13b,fastv,visual_counterfact_color_000341,visual_counterfact_color,256,True,False,True,47.16623773813248,138.08550126850605
13b,fastv,visual_counterfact_color_000354,visual_counterfact_color,432,True,False,True,53.90287325382232,148.4557781368494
13b,fastv,visual_counterfact_color_000358,visual_counterfact_color,432,True,False,True,145.92423343300817,395.516287535429
13b,fastv,visual_counterfact_color_000359,visual_counterfact_color,432,True,False,True,52.99323859453201,166.0991683602333
13b,fastv,visual_counterfact_color_000361,visual_counterfact_color,432,True,False,True,42.44895495414734,136.460080742836
13b,fastv,visual_counterfact_color_000363,visual_counterfact_color,432,True,False,True,49.622707109451284,156.4194280654192
13b,fastv,visual_counterfact_color_000364,visual_counterfact_color,256,True,False,True,45.415897016525264,140.80433174967766
13b,fastv,visual_counterfact_color_000368,visual_counterfact_color,256,True,False,True,49.12798814535141,147.7588228881359
13b,fastv,visual_counterfact_color_000374,visual_counterfact_color,256,True,False,True,50.49450938344002,137.3188178986311
13b,fastv,visual_counterfact_color_000375,visual_counterfact_color,432,True,False,True,64.30330673336982,159.44130718708038
13b,fastv,visual_counterfact_color_000376,visual_counterfact_color,432,True,False,True,58.87170448303222,142.9336480796337
13b,fastv,visual_counterfact_color_000382,visual_counterfact_color,432,True,False,True,59.8240871834755,145.86259238421917
13b,fastv,visual_counterfact_color_000384,visual_counterfact_color,432,True,False,True,62.142916440963745,153.99781987071037
13b,fastv,visual_counterfact_color_000385,visual_counterfact_color,432,True,False,True,59.56500516533852,145.0639758259058
13b,fastv,visual_counterfact_color_000386,visual_counterfact_color,256,True,False,True,144.69578742861748,382.34851881861687
13b,fastv,visual_counterfact_color_000390,visual_counterfact_color,432,True,False,True,48.45087200760842,142.2005034983158
13b,fastv,visual_counterfact_color_000391,visual_counterfact_color,432,True,False,True,113.63673976540566,371.36933021247387
13b,fastv,visual_counterfact_color_000392,visual_counterfact_color,432,True,False,True,36.60316316962242,139.2112709581852
13b,fastv,visual_counterfact_color_000393,visual_counterfact_color,256,True,False,True,39.992010647058486,138.46366479992867
13b,fastv,visual_counterfact_color_000394,visual_counterfact_color,432,True,False,True,43.62066430449485,139.96463641524315
13b,fastv,visual_counterfact_color_000395,visual_counterfact_color,432,True,False,True,45.9215846312046,138.30260559916496
13b,fastv,visual_counterfact_color_000398,visual_counterfact_color,432,True,False,True,51.198824576139444,149.69864673912525
13b,fastv,visual_counterfact_color_000400,visual_counterfact_color,432,True,True,False,59.05907647252083,155.66746145486832
13b,fastv,visual_counterfact_color_000403,visual_counterfact_color,256,True,False,True,55.13014664411545,137.09240593016148
13b,fastv,visual_counterfact_color_000410,visual_counterfact_color,432,True,False,True,57.96817718625069,141.31646417081356
13b,fastv,visual_counterfact_color_000412,visual_counterfact_color,432,True,False,True,90.55319414734839,228.9148848503828
13b,fastv,visual_counterfact_color_000420,visual_counterfact_color,432,True,False,True,59.541944350004194,153.82091514766216
13b,fastv,visual_counterfact_color_000422,visual_counterfact_color,256,True,False,True,56.69765730500222,146.1529191583395
13b,fastv,visual_counterfact_color_000431,visual_counterfact_color,256,True,False,True,56.172805989980695,143.59986409544945
13b,fastv,visual_counterfact_color_000432,visual_counterfact_color,432,True,False,True,60.96442047119141,156.34673833847046
13b,fastv,visual_counterfact_color_000433,visual_counterfact_color,256,True,False,True,56.14236376285553,144.36306059360504
13b,fastv,visual_counterfact_color_000434,visual_counterfact_color,432,True,False,True,58.89778994798661,151.29795856773853
13b,fastv,visual_counterfact_color_000440,visual_counterfact_color,256,True,False,True,60.47357924342156,150.16780234873295
13b,fastv,visual_counterfact_color_000442,visual_counterfact_color,432,True,False,True,154.42861473202706,417.1930272132158
13b,fastv,visual_counterfact_color_000447,visual_counterfact_color,256,True,False,True,48.55997883558273,149.25316534936428
13b,fastv,visual_counterfact_color_000448,visual_counterfact_color,256,True,False,True,44.49110394001007,137.54680752754211
13b,fastv,visual_counterfact_color_000449,visual_counterfact_color,432,True,False,True,48.3582321035862,148.52103032171726
13b,fastv,visual_counterfact_color_000454,visual_counterfact_color,432,True,False,True,44.667386322021486,136.2730786204338
13b,fastv,visual_counterfact_color_000465,visual_counterfact_color,432,True,False,True,48.105703544616695,137.8026008605957
13b,fastv,visual_counterfact_color_000467,visual_counterfact_color,432,True,False,True,65.64525044560432,193.28036159276962
13b,fastv,visual_counterfact_color_000468,visual_counterfact_color,432,True,False,True,48.3434778368473,149.12848360836506
13b,fastv,visual_counterfact_color_000476,visual_counterfact_color,432,True,False,True,48.15890055298805,151.73638425767422
13b,fastv,visual_counterfact_color_000477,visual_counterfact_color,432,True,False,True,46.03406000852585,147.40699157118797
13b,fastv,visual_counterfact_color_000480,visual_counterfact_color,256,True,False,True,44.503231657743456,144.64248903095722
13b,fastv,visual_counterfact_color_000481,visual_counterfact_color,256,True,False,False,50.02893259406089,149.10428412258625
13b,fastv,visual_counterfact_color_000482,visual_counterfact_color,256,True,False,True,50.25460057854652,138.99152912199497
13b,fastv,visual_counterfact_color_000484,visual_counterfact_color,432,True,False,True,61.18663047671318,158.58442522585392
13b,fastv,visual_counterfact_color_000487,visual_counterfact_color,432,True,False,True,68.41793795704842,174.23535138368607
13b,fastv,visual_counterfact_color_000491,visual_counterfact_color,432,True,False,True,56.289469283819194,141.2228439003229
13b,fastv,visual_counterfact_size_000000,visual_counterfact_size,dense,True,False,True,136.9441228735447,369.39106322824955
13b,fastv,visual_counterfact_size_000001,visual_counterfact_size,dense,True,False,True,70.5227298784256,208.01065117120743
13b,fastv,visual_counterfact_size_000002,visual_counterfact_size,dense,True,False,True,65.806797478199,190.90111553668976
13b,fastv,visual_counterfact_size_000014,visual_counterfact_size,dense,True,False,True,56.11035559296607,164.47813808918
13b,fastv,visual_counterfact_size_000015,visual_counterfact_size,dense,False,False,False,55.89192935585975,162.69881278276443
13b,fastv,visual_counterfact_size_000020,visual_counterfact_size,dense,False,False,False,67.59299701929092,186.81177869439125
13b,fastv,visual_counterfact_size_000031,visual_counterfact_size,dense,True,False,True,71.88300181746482,187.20999732613564
13b,fastv,visual_counterfact_size_000033,visual_counterfact_size,dense,True,False,True,81.70143357753753,209.94683541357517
13b,fastv,visual_counterfact_size_000041,visual_counterfact_size,dense,True,False,True,85.46878689408302,216.81714244186878
13b,fastv,visual_counterfact_size_000044,visual_counterfact_size,dense,True,False,True,64.343737950325,160.3399571031332
13b,fastv,visual_counterfact_size_000049,visual_counterfact_size,dense,True,False,True,65.68629863739014,163.71837258338928
13b,fastv,visual_counterfact_size_000050,visual_counterfact_size,dense,True,False,True,148.79707237005235,404.1256196796894
13b,fastv,visual_counterfact_size_000061,visual_counterfact_size,dense,True,False,True,57.661951873302456,177.56258323788643
13b,fastv,visual_counterfact_size_000064,visual_counterfact_size,dense,False,False,False,53.69027644515038,165.4126662760973
13b,fastv,visual_counterfact_size_000065,visual_counterfact_size,dense,True,False,True,54.47439641714096,163.14375959336758
13b,fastv,visual_counterfact_size_000070,visual_counterfact_size,dense,True,False,True,54.917410191297535,159.9633116275072
13b,fastv,visual_counterfact_size_000075,visual_counterfact_size,dense,True,False,False,59.802325350046154,160.07524356245995
13b,fastv,visual_counterfact_size_000081,visual_counterfact_size,dense,True,False,True,52.81712782979011,133.88247229158878
13b,fastv,visual_counterfact_size_000089,visual_counterfact_size,dense,True,False,True,65.40978368282317,161.046102643013
13b,fastv,visual_counterfact_size_000112,visual_counterfact_size,dense,True,False,True,61.40919676303863,151.41892060637474
13b,fastv,visual_counterfact_size_000120,visual_counterfact_size,dense,True,False,True,75.48716384887695,185.47784350812435
13b,fastv,visual_counterfact_size_000122,visual_counterfact_size,dense,False,False,False,65.34292352676393,160.32658517360687
13b,fastv,visual_counterfact_size_000131,visual_counterfact_size,dense,True,False,True,68.3481684088707,166.99460335075855
13b,fastv,visual_counterfact_size_000136,visual_counterfact_size,dense,False,False,False,55.810655635595324,136.0747255384922
13b,fastv,visual_counterfact_size_000137,visual_counterfact_size,dense,True,False,True,58.35636550664902,141.92944206297398
13b,fastv,visual_counterfact_size_000140,visual_counterfact_size,dense,True,False,True,88.90296157479285,211.87567710876465
13b,fastv,visual_counterfact_size_000146,visual_counterfact_size,dense,True,False,True,79.95465423941613,189.48249332606792
13b,fastv,visual_counterfact_size_000147,visual_counterfact_size,dense,True,False,True,97.90740784287452,237.47384548187256
13b,fastv,visual_counterfact_size_000155,visual_counterfact_size,dense,True,False,True,89.38066598415375,219.85631808638573
13b,fastv,visual_counterfact_size_000156,visual_counterfact_size,dense,True,False,True,65.21165261387824,161.14355437457561
13b,fastv,visual_counterfact_size_000157,visual_counterfact_size,dense,True,False,True,58.24487759113312,144.7618529200554
13b,fastv,visual_counterfact_size_000160,visual_counterfact_size,dense,True,False,True,154.04724412679673,416.59405268728733
13b,fastv,visual_counterfact_size_000165,visual_counterfact_size,dense,True,False,True,63.71717056632042,187.61378712952137
13b,fastv,visual_counterfact_size_000166,visual_counterfact_size,dense,True,False,True,72.80902012586593,210.3714868426323
13b,fastv,visual_counterfact_size_000171,visual_counterfact_size,dense,True,False,True,64.27558752417565,185.24225056171417
13b,fastv,visual_counterfact_size_000173,visual_counterfact_size,dense,True,False,True,66.43019836425782,184.66436490416527
13b,fastv,visual_counterfact_size_000174,visual_counterfact_size,dense,True,False,True,65.31010874390603,165.4562335461378
13b,fastv,visual_counterfact_size_000181,visual_counterfact_size,dense,True,False,True,84.8975873029232,208.9218758046627
13b,fastv,visual_counterfact_size_000186,visual_counterfact_size,dense,False,False,False,65.63030142188072,162.60248236358166
13b,fastv,visual_counterfact_size_000187,visual_counterfact_size,dense,True,False,True,63.9246521794796,159.90978479385376
13b,fastv,visual_counterfact_size_000190,visual_counterfact_size,dense,True,False,True,65.16364766836166,162.4473612755537
13b,fastv,visual_counterfact_size_000193,visual_counterfact_size,dense,False,False,False,75.44233498334884,186.55901029706
13b,fastv,visual_counterfact_size_000197,visual_counterfact_size,dense,True,False,True,67.55724925160408,166.03451780974865
13b,fastv,visual_counterfact_size_000198,visual_counterfact_size,dense,True,False,True,65.57143180727958,160.12853384017944
13b,fastv,visual_counterfact_size_000203,visual_counterfact_size,dense,True,False,True,70.53272651910781,170.77215388417244
13b,fastv,visual_counterfact_size_000212,visual_counterfact_size,dense,True,False,False,65.75132927298544,158.58235210180283
13b,fastv,visual_counterfact_size_000226,visual_counterfact_size,dense,True,False,True,76.34818544626236,185.04778668284416
13b,fastv,visual_counterfact_size_000235,visual_counterfact_size,dense,True,False,True,57.274311292171475,138.29295337200165
13b,fastv,visual_counterfact_size_000247,visual_counterfact_size,dense,True,False,True,58.48465554237366,140.3511706739664
13b,fastv,visual_counterfact_size_000258,visual_counterfact_size,dense,True,False,True,57.41647976875305,136.28744892776012
13b,fastv,visual_counterfact_size_000260,visual_counterfact_size,dense,True,False,True,60.05074173927307,169.4550234824419
13b,fastv,visual_counterfact_size_000264,visual_counterfact_size,dense,True,False,True,55.94103275537491,161.24166175723076
13b,fastv,visual_counterfact_size_000272,visual_counterfact_size,dense,True,False,True,47.623874226808546,137.8014273941517
13b,fastv,visual_counterfact_size_000284,visual_counterfact_size,dense,True,False,True,65.45503655314445,190.9744217991829
13b,fastv,visual_counterfact_size_000289,visual_counterfact_size,dense,True,False,True,65.51617516517639,186.37946993112564
13b,fastv,visual_counterfact_size_000290,visual_counterfact_size,dense,True,False,True,50.62068962693214,135.73236390948296
13b,fastv,visual_counterfact_size_000295,visual_counterfact_size,dense,False,False,False,69.01171538591385,169.12713088095188
13b,fastv,visual_counterfact_size_000296,visual_counterfact_size,dense,True,False,True,78.8043361210823,188.05277161300182
13b,fastv,visual_counterfact_size_000310,visual_counterfact_size,dense,False,False,False,77.49852613329887,184.22702327370644
13b,fastv,visual_counterfact_size_000311,visual_counterfact_size,dense,True,False,True,79.5835219335556,188.8221688568592
13b,fastv,visual_counterfact_size_000317,visual_counterfact_size,dense,True,False,True,66.57845554709435,159.87522527575493
13b,fastv,visual_counterfact_size_000322,visual_counterfact_size,dense,True,False,True,86.62776886224746,211.94544062018394
13b,fastv,visual_counterfact_size_000325,visual_counterfact_size,dense,True,False,True,76.07195311427115,188.75796720385551
13b,fastv,visual_counterfact_size_000329,visual_counterfact_size,dense,True,False,True,75.15064190030098,187.07206472754478
13b,fastv,visual_counterfact_size_000330,visual_counterfact_size,dense,True,False,True,74.30323432207108,185.35709194839
13b,fastv,visual_counterfact_size_000335,visual_counterfact_size,dense,True,False,True,86.13593532562257,214.6386206150055
13b,fastv,visual_counterfact_size_000342,visual_counterfact_size,dense,True,False,True,55.21858605027199,135.96132770180702
13b,fastv,visual_counterfact_size_000348,visual_counterfact_size,dense,True,False,True,66.35055251002312,161.35788522660732
13b,fastv,visual_counterfact_size_000362,visual_counterfact_size,dense,True,False,True,78.49902182340622,188.0627442151308
13b,fastv,visual_counterfact_size_000363,visual_counterfact_size,dense,False,False,False,79.32680634617805,188.93778882920742
13b,fastv,visual_counterfact_size_000368,visual_counterfact_size,dense,True,False,True,67.87928843975067,161.56766563653946
13b,fastv,visual_counterfact_size_000374,visual_counterfact_size,dense,True,False,False,72.8741483259201,173.9833950996399
13b,fastv,visual_counterfact_size_000375,visual_counterfact_size,dense,True,False,True,86.88541751146317,210.30989848077297
13b,fastv,visual_counterfact_size_000379,visual_counterfact_size,dense,True,False,True,65.50469452142715,161.598177626729
13b,fastv,visual_counterfact_size_000388,visual_counterfact_size,dense,True,False,True,64.58396141767503,162.2609719634056
13b,fastv,visual_counterfact_size_000391,visual_counterfact_size,dense,False,False,False,85.08412830352782,214.01087380945683
13b,fastv,visual_counterfact_size_000396,visual_counterfact_size,dense,True,False,True,63.60257971048355,159.68750230967999
13b,fastv,visual_counterfact_size_000399,visual_counterfact_size,dense,True,False,True,76.10077726960182,191.39805436134338
13b,fastv,visual_counterfact_size_000406,visual_counterfact_size,dense,True,False,True,74.23646924853324,185.7721358537674
13b,fastv,visual_counterfact_size_000411,visual_counterfact_size,dense,True,False,True,85.17815749049187,211.14926226437092
13b,fastv,visual_counterfact_size_000412,visual_counterfact_size,dense,True,False,True,65.85954366087914,162.70767338573933
13b,fastv,visual_counterfact_size_000414,visual_counterfact_size,dense,False,False,False,68.8153894174099,168.9732614904642
13b,fastv,visual_counterfact_size_000415,visual_counterfact_size,dense,True,False,True,66.50570309042931,161.52224875986576
13b,fastv,visual_counterfact_size_000418,visual_counterfact_size,dense,True,False,True,79.51913498520851,190.7344851642847
13b,fastv,visual_counterfact_size_000420,visual_counterfact_size,dense,True,False,True,77.4975678896904,185.44958345592022
13b,fastv,visual_counterfact_size_000423,visual_counterfact_size,dense,True,False,True,87.21077203512192,210.4162946343422
13b,fastv,visual_counterfact_size_000424,visual_counterfact_size,dense,True,False,True,55.78427715182305,135.3205405175686
13b,fastv,visual_counterfact_size_000433,visual_counterfact_size,dense,True,False,True,62.96057340502739,154.6370554715395
13b,fastv,visual_counterfact_size_000434,visual_counterfact_size,dense,True,False,True,62.75062795400619,158.1018604338169
13b,fastv,visual_counterfact_size_000435,visual_counterfact_size,dense,True,False,True,122.6953593111038,342.32306107878685
13b,fastv,visual_counterfact_size_000440,visual_counterfact_size,dense,False,False,False,58.37655261158943,168.90037059783936
13b,fastv,visual_counterfact_size_000448,visual_counterfact_size,dense,True,False,True,56.47475802898408,160.4931578040123
13b,fastv,visual_counterfact_size_000458,visual_counterfact_size,dense,True,False,True,49.33809058070183,138.41494545340538
13b,fastv,visual_counterfact_size_000464,visual_counterfact_size,dense,True,False,True,66.93337494134904,184.62485820055008
13b,fastv,visual_counterfact_size_000466,visual_counterfact_size,dense,True,False,True,72.07847938776015,184.7012471407652
