model,method,sample_id,dataset,selected_budget,task_correct,unsafe_acceptance,supported_correct,gpu_energy_joule,latency_ms
13b,fastv,visual_counterfact_size_000468,visual_counterfact_size,dense,True,False,True,101.9767868411541,249.07628260552883
13b,fastv,visual_counterfact_size_000469,visual_counterfact_size,dense,True,False,True,73.55915608882904,183.9753482490778
13b,fastv,visual_counterfact_size_000476,visual_counterfact_size,dense,True,False,True,63.50539041757584,161.96558065712452
13b,fastv,visual_counterfact_size_000479,visual_counterfact_size,dense,True,False,True,53.53382916212082,138.61500658094883
13b,fastv,visual_counterfact_size_000484,visual_counterfact_size,dense,True,False,True,61.37710957050324,161.13698296248913
13b,fastv,visual_counterfact_size_000489,visual_counterfact_size,dense,True,False,True,58.229526953697196,211.24575287103653
13b,fastv,visual_counterfact_size_000490,visual_counterfact_size,dense,True,False,True,44.0845440852642,164.4564475864172
13b,fastv,visual_counterfact_size_000509,visual_counterfact_size,dense,False,False,False,43.78051476716995,163.34706731140614
13b,fastv,visual_counterfact_size_000510,visual_counterfact_size,dense,True,False,True,40.98773075819015,143.6733417212963
13b,fastv,visual_counterfact_size_000522,visual_counterfact_size,dense,True,False,True,51.18267065167427,159.71609205007553
13b,fastv,visual_counterfact_size_000524,visual_counterfact_size,dense,True,False,True,51.06093000054359,134.5376968383789
13b,fastv,visual_counterfact_size_000525,visual_counterfact_size,dense,False,False,False,68.07412986040116,169.24452409148216
13b,fastv,visual_counterfact_size_000526,visual_counterfact_size,dense,True,False,True,73.4071511220932,206.83498308062553
13b,fastv,visual_counterfact_size_000527,visual_counterfact_size,dense,True,False,True,46.37318074226379,133.95420461893082
13b,fastv,visual_counterfact_size_000532,visual_counterfact_size,dense,False,False,False,71.95279081463812,210.58434806764126
13b,fastv,visual_counterfact_size_000533,visual_counterfact_size,dense,True,False,True,49.72193234443664,146.47537283599377
13b,fastv,visual_counterfact_size_000534,visual_counterfact_size,dense,True,False,True,52.756262066364286,152.5605283677578
13b,fastv,visual_counterfact_size_000535,visual_counterfact_size,dense,True,False,True,61.538716511726385,161.06345131993294
13b,fastv,visual_counterfact_size_000540,visual_counterfact_size,dense,True,False,True,66.92520181775093,161.44627518951893
13b,fastv,visual_counterfact_size_000541,visual_counterfact_size,dense,True,False,True,55.831599261760715,135.16015000641346
13b,fastv,visual_counterfact_size_000542,visual_counterfact_size,dense,True,False,True,59.820677479505534,144.007483497262
13b,fastv,visual_counterfact_size_000543,visual_counterfact_size,dense,True,False,False,67.27753554821014,159.53689068555832
13b,fastv,visual_counterfact_size_000545,visual_counterfact_size,dense,True,False,True,62.1048439025879,146.35939337313175
13b,fastv,visual_counterfact_size_000550,visual_counterfact_size,dense,True,False,True,79.62084659337998,191.1921426653862
13b,fastv,visual_counterfact_size_000556,visual_counterfact_size,dense,True,False,True,81.3553315615654,238.9596812427044
13b,fastv,visual_counterfact_size_000560,visual_counterfact_size,dense,True,False,True,48.898061418533324,148.85462075471878
13b,fastv,visual_counterfact_size_000562,visual_counterfact_size,dense,True,False,True,62.64589615106583,195.25214843451977
13b,fastv,visual_counterfact_size_000565,visual_counterfact_size,dense,True,False,True,53.94041375994683,186.2107589840889
13b,fastv,visual_counterfact_size_000575,visual_counterfact_size,dense,True,False,True,58.952489867210396,187.3530764132738
13b,fastv,visual_counterfact_size_000578,visual_counterfact_size,dense,True,False,True,68.91831844806671,211.22934482991695
13b,fastv,visual_counterfact_size_000579,visual_counterfact_size,dense,True,False,True,61.54238033533096,185.22837944328785
13b,fastv,visual_counterfact_size_000610,visual_counterfact_size,dense,True,False,True,56.035908448696134,158.93871895968914
13b,fastv,visual_counterfact_size_000617,visual_counterfact_size,dense,True,False,True,63.29735579490661,159.82814319431782
13b,fastv,visual_counterfact_size_000623,visual_counterfact_size,dense,True,False,True,65.37030163526535,160.52635945379734
13b,fastv,visual_counterfact_size_000628,visual_counterfact_size,dense,True,False,True,65.91725056648254,160.25596670806408
13b,fastv,visual_counterfact_size_000632,visual_counterfact_size,dense,True,False,True,55.278255361318585,133.63869860768318
13b,fastv,visual_counterfact_size_000643,visual_counterfact_size,dense,True,False,False,88.00110695719718,208.83936621248722
13b,fastv,visual_counterfact_size_000644,visual_counterfact_size,dense,True,False,True,67.90676255702972,160.1247563958168
13b,fastv,visual_counterfact_size_000649,visual_counterfact_size,dense,True,False,True,71.44960186958313,168.73573698103428
13b,fastv,visual_counterfact_size_000656,visual_counterfact_size,dense,True,False,True,79.00659427165985,186.53135932981968
13b,fastv,visual_counterfact_size_000657,visual_counterfact_size,dense,True,False,False,57.443381805419925,137.60541751980782
13b,fastv,visual_counterfact_size_000662,visual_counterfact_size,dense,True,False,True,75.74131371617317,185.8140155673027
13b,fastv,visual_counterfact_size_000665,visual_counterfact_size,dense,False,False,False,73.71257370710373,184.17669087648392
13b,fastv,visual_counterfact_size_000666,visual_counterfact_size,dense,True,False,True,66.90959553837777,166.6480004787445
13b,fastv,visual_counterfact_size_000671,visual_counterfact_size,dense,True,False,True,55.246403651237486,136.21352799236774
13b,fastv,visual_counterfact_size_000681,visual_counterfact_size,dense,True,False,False,67.36415952801704,163.66313211619854
13b,fastv,visual_counterfact_size_000691,visual_counterfact_size,dense,True,False,False,70.83248257994653,170.1919287443161
13b,fastv,visual_counterfact_size_000692,visual_counterfact_size,dense,True,False,True,77.08285039067269,184.20866131782532
13b,fastv,visual_counterfact_size_000694,visual_counterfact_size,dense,True,False,True,68.04559810042382,162.26963140070438
13b,fastv,visual_counterfact_size_000696,visual_counterfact_size,dense,True,False,True,66.83320875048638,159.60102528333664
13b,fastv,visual_counterfact_size_000708,visual_counterfact_size,dense,False,False,False,66.07038982629776,158.14611315727234
13b,fastv,visual_counterfact_size_000710,visual_counterfact_size,dense,True,False,True,70.84075149774552,169.80412788689137
13b,fastv,visual_counterfact_size_000719,visual_counterfact_size,dense,True,False,True,78.25464215159417,187.01834417879581
13b,fastv,visual_counterfact_size_000720,visual_counterfact_size,dense,True,False,True,88.05022557854652,209.50883999466896
13b,fastv,visual_counterfact_size_000721,visual_counterfact_size,dense,True,False,True,68.99069279670715,164.84970040619373
13b,scope,mmstar_000011,mmstar,dense,False,False,False,39.28749720215798,138.50518502295017
13b,scope,mmstar_000012,mmstar,dense,True,False,True,46.361531095504766,137.39780895411968
13b,scope,mmstar_000028,mmstar,dense,True,False,False,151.81974074721336,377.78967060148716
13b,scope,mmstar_000031,mmstar,dense,True,False,True,57.01408622503281,142.82279834151268
13b,scope,mmstar_000037,mmstar,dense,False,False,False,53.06940588831901,134.0743526816368
13b,scope,mmstar_000043,mmstar,dense,True,False,False,145.72937115550042,366.2427645176649
13b,scope,mmstar_000049,mmstar,dense,True,False,False,53.132585155963895,135.44775359332561
13b,scope,mmstar_000054,mmstar,dense,True,False,False,53.76336324214935,138.56866396963596
13b,scope,mmstar_000068,mmstar,dense,True,False,True,133.38853039860726,377.0438637584448
13b,scope,mmstar_000089,mmstar,dense,True,False,True,49.63979616403579,152.07818895578384
13b,scope,mmstar_000091,mmstar,dense,True,False,False,69.04456586480141,209.31779220700264
13b,scope,mmstar_000092,mmstar,dense,False,False,False,45.53066533327103,135.04317216575146
13b,scope,mmstar_000094,mmstar,dense,False,False,False,49.86136345148086,144.88400518894196
13b,scope,mmstar_000103,mmstar,dense,True,False,False,50.83571367263794,134.97472926974297
13b,scope,mmstar_000105,mmstar,dense,False,False,False,56.449534373283385,140.46563021838665
13b,scope,mmstar_000113,mmstar,dense,False,False,False,57.43077899217605,143.09277944266796
13b,scope,mmstar_000124,mmstar,dense,False,False,False,54.74712690234184,136.35929115116596
13b,scope,mmstar_000131,mmstar,dense,True,False,True,54.52428038835525,136.0000353306532
13b,scope,mmstar_000139,mmstar,dense,False,False,False,53.27319445610046,135.6409341096878
13b,scope,mmstar_000154,mmstar,dense,False,False,False,52.4051198387146,161.28058917820454
13b,scope,mmstar_000155,mmstar,dense,False,False,False,47.791992783546455,152.12607756257057
13b,scope,mmstar_000157,mmstar,dense,False,False,False,41.56841773033142,135.98394766449928
13b,scope,mmstar_000160,mmstar,dense,True,False,True,40.78442642211914,132.18798860907555
13b,scope,mmstar_000163,mmstar,dense,True,False,True,42.132244796752936,132.98503682017326
13b,scope,mmstar_000166,mmstar,dense,True,False,False,45.89243843078613,132.5844917446375
13b,scope,mmstar_000167,mmstar,dense,True,False,False,50.12186056852341,132.51449167728424
13b,scope,mmstar_000174,mmstar,dense,True,False,True,62.76225435733795,160.34504771232605
13b,scope,mmstar_000183,mmstar,dense,True,False,False,53.226482514142994,132.75651633739471
13b,scope,mmstar_000184,mmstar,dense,True,False,False,64.22483811855317,159.25760939717293
13b,scope,mmstar_000187,mmstar,dense,True,False,False,52.6102038860321,133.58988985419273
13b,scope,mmstar_000192,mmstar,dense,True,False,False,53.096915894746786,135.82484424114227
13b,scope,mmstar_000193,mmstar,dense,True,False,True,52.78517409920693,134.25629399716854
13b,scope,mmstar_000196,mmstar,dense,True,False,False,56.05762632727623,141.4092406630516
13b,scope,mmstar_000197,mmstar,dense,False,False,False,53.57613306641579,135.82379557192326
13b,scope,mmstar_000205,mmstar,dense,False,False,False,52.641585216522216,130.96565008163452
13b,scope,mmstar_000207,mmstar,dense,True,False,False,54.667815361022946,134.73032787442207
13b,scope,mmstar_000219,mmstar,dense,True,False,False,56.14127059221267,155.08214756846428
13b,scope,mmstar_000243,mmstar,dense,True,False,False,141.5152422451973,407.52471052110195
13b,scope,mmstar_000244,mmstar,dense,True,False,True,45.4300388944149,136.86750456690788
13b,scope,mmstar_000248,mmstar,dense,True,False,True,62.60762586116791,182.4125237762928
13b,scope,mmstar_000254,mmstar,dense,False,False,False,48.79921964645386,132.21626169979572
13b,scope,mmstar_000257,mmstar,dense,False,False,False,154.3850538921356,388.8301830738783
13b,scope,mmstar_000267,mmstar,dense,False,False,False,56.1748230779171,140.65061137080193
13b,scope,mmstar_000270,mmstar,dense,False,False,False,54.98372948884964,136.3238301128149
13b,scope,mmstar_000274,mmstar,dense,False,False,False,53.86556551456451,132.7408030629158
13b,scope,mmstar_000275,mmstar,dense,False,False,False,58.54545713305473,143.7379326671362
13b,scope,mmstar_000283,mmstar,dense,False,False,False,57.13440186500549,140.48231951892376
13b,scope,mmstar_000284,mmstar,dense,True,False,False,86.09107177495957,211.4066183567047
13b,scope,mmstar_000291,mmstar,dense,False,False,False,54.465286476612086,133.6296908557415
13b,scope,mmstar_000311,mmstar,dense,False,False,False,71.35021493434905,175.85319466888905
13b,scope,mmstar_000313,mmstar,dense,False,False,False,55.331912761926645,135.72513684630394
13b,scope,mmstar_000320,mmstar,dense,False,False,False,86.64062759160996,212.1871802955866
13b,scope,mmstar_000324,mmstar,dense,False,False,False,153.16647921442984,384.76244919002056
13b,scope,mmstar_000325,mmstar,dense,True,False,False,59.09445338010788,152.4946093559265
13b,scope,mmstar_000335,mmstar,dense,False,False,False,51.961405696868894,134.29546542465687
13b,scope,mmstar_000344,mmstar,dense,False,False,False,51.762250379323966,134.58698615431786
13b,scope,mmstar_000354,mmstar,dense,True,False,False,36.97140516161919,172.05814644694328
13b,scope,mmstar_000360,mmstar,dense,True,False,False,29.636942121982575,145.50408720970154
13b,scope,mmstar_000366,mmstar,dense,True,False,False,30.370211813449856,141.31126925349236
13b,scope,mmstar_000367,mmstar,dense,False,False,False,34.227442364692685,142.09059253335
13b,scope,mmstar_000369,mmstar,dense,False,False,False,49.87552496194839,167.47999377548695
13b,scope,mmstar_000370,mmstar,dense,True,False,True,42.70783937573433,133.79885256290436
13b,scope,mmstar_000375,mmstar,dense,False,False,False,46.99826528787613,144.19809728860855
13b,scope,mmstar_000379,mmstar,dense,True,False,True,44.33678617596627,135.5239748954773
13b,scope,mmstar_000384,mmstar,dense,False,False,False,43.538199287652965,133.69342125952244
13b,scope,mmstar_000386,mmstar,dense,False,False,False,122.586394854784,373.2765056192875
13b,scope,mmstar_000397,mmstar,dense,False,False,False,46.2769844019413,139.2123531550169
